Id,Name,2026-04-01 12:21:17,2026-04-02 11:46:53,2026-04-03 11:49:19,2026-04-04 11:39:59,2026-04-05 11:57:54,2026-04-06 11:58:58,2026-04-07 11:52:46,2026-04-08 11:53:30,2026-04-09 11:48:20
75856643,ASRock B860M Pro-A 인텍앤컴퍼니,"173,280","177,690","177,560","177,080","176,610","176,480","176,480","176,480","176,480"
106728191,ASRock B860M Rock WiFi 에즈윈,"189,000","193,630","193,590","193,570","193,580","193,580","193,600","193,580","193,550"
108456887,ASRock B860M Rock WiFi 인텍앤컴퍼니,가격비교예정,가격비교예정,가격비교예정,가격비교예정,가격비교예정,가격비교예정,가격비교예정,가격비교예정,0
75935675,ASRock B860M 스틸레전드 WiFi 디앤디컴,"254,000","254,000","254,000","252,080","252,080","252,080","252,080","252,080","252,080"
74116682,ASRock B860M 스틸레전드 WiFi 인텍앤컴퍼니,"269,000","269,000","269,000","269,000","269,000","269,000","269,000","269,000","263,520"
102412694,ASRock B860M-X Gen5 디앤디컴,"152,800","152,800","152,800","152,800","152,800","152,800","152,800","152,800","152,800"
104966246,ASRock B860M-X Gen5 에즈윈,"157,500","161,600","161,600","161,600","161,600","161,600","161,600","161,600","161,490"
103415765,ASRock B860M-X Gen5 에즈윈 (벌크),"146,900","150,700","150,700","150,700","150,700","150,700","150,700","150,700","150,590"
104628878,ASRock B860M-X Gen5 인텍앤컴퍼니,"159,800","163,900","163,900","163,900","163,900","163,900","163,890","163,890","163,790"
78307601,ASRock B860M-X 디앤디컴,"169,000","169,000","169,000","169,000","169,000","169,000","168,990","168,990","168,990"
74491253,ASRock B860M-X 에즈윈,"176,000","176,000","176,000","176,000","176,000","176,000","176,000","176,000","176,000"
74122352,ASRock B860M-X 인텍앤컴퍼니,"159,800","163,900","163,900","163,900","163,900","163,900","163,900","163,900","163,900"
17968601,ASRock C621A WS 에즈윈,"1,871,000","1,871,000","1,871,000","1,871,000","1,871,000","1,871,000","1,871,000","1,871,000","1,871,000"
6153694,ASRock H110M-HDV (중고),0,0,"30,880","30,880","30,880",0,"30,880",0,"30,880"
17021852,ASRock H310CM-HDVP 에즈윈,"156,000","156,000","156,000","156,000","156,000","156,000",0,"156,000","156,000"
67372934,ASRock H510M-HDV/M.2 SE 디앤디컴,"92,506","92,506","92,506","92,048","92,048","92,048","92,506","92,506","92,506"
67373036,ASRock H510M-HDV/M.2 SE 디앤디컴 (벌크),"93,184","92,891","92,891","92,891","92,891","92,891","92,891","96,400","96,000"
55468811,ASRock H510M-HDV/M.2 SE 에즈윈,"91,432","93,544","97,740","97,730","97,730","97,730","95,463","95,463","95,463"
59826524,ASRock H610M-H2/M.2 D4 디앤디컴,"75,188","75,188","75,188","75,188","75,188","75,188","75,188","75,188","75,188"
59827064,ASRock H610M-H2/M.2 D4 디앤디컴 (벌크),"76,032","76,912","76,912","76,912","76,912","76,912","76,912","77,080","76,912"
58432343,ASRock H610M-H2/M.2 D4 에즈윈,"77,088","78,936","78,936","78,936","78,936","78,936","78,936","78,936","78,870"
58623128,ASRock H610M-H2/M.2 D4 에즈윈 (벌크),"82,190","82,190","82,190","82,190","82,190","82,190","82,190","82,190","82,160"
79559189,ASRock H610M-H2/M.2 D4 인텍앤컴퍼니,0,0,0,0,0,0,"89,270",0,0
28183691,ASRock H610M-H2/M.2 D5 디앤디컴,"76,455","76,455","76,455","76,455","76,455","76,455","76,450","76,450","76,450"
28183721,ASRock H610M-H2/M.2 D5 디앤디컴 (벌크),"76,990","77,870","77,870","77,870","77,870","77,870","77,870","77,870","77,870"
96776582,ASRock H610M-H2/M.2 D5 에즈윈,"78,584","80,432","80,432","80,432","80,432","80,432","80,430","80,430","80,430"
28029617,ASRock H610M-H2/M.2 D5 에즈윈 (벌크),"77,616","79,376","79,376","79,376","79,376","79,376","79,370","79,376","79,370"
101069831,ASRock H610M-HDV/M.2 D5 Gen5 디앤디컴,"92,506","92,506","92,506","92,506","92,506","92,506","92,506","92,506","92,506"
101074493,ASRock H610M-HDV/M.2 D5 Gen5 디앤디컴 (벌크),"97,610","95,987","95,987","95,987","95,987","95,987","95,980","95,980","95,880"
99714851,ASRock H610M-HDV/M.2 D5 Gen5 에즈윈,"93,456","95,560","95,460","95,460","95,460","95,460","95,460","95,460","95,460"
17792948,ASRock H610M-HDV/M.2 R2.0 D4 디앤디컴,"83,213","83,213","83,213","83,213","83,213","83,213","83,213","83,213","83,213"
17831603,ASRock H610M-HDV/M.2 R2.0 D4 디앤디컴 (벌크),"89,070","89,170","89,170","89,170","89,170","89,170","89,160","89,150","89,120"
17847224,ASRock H610M-HDV/M.2 R2.0 D4 에즈윈,"96,630","96,630","96,630","96,630","104,340","104,340","104,340","104,340","104,340"
17847233,ASRock H610M-HDV/M.2 R2.0 D4 에즈윈 (벌크),"87,800","87,900","87,900","87,900","87,900","87,900","87,900","87,900","87,900"
27546074,ASRock H610M-HDV/M.2+ D5 대원씨티에스,"86,064","88,000","88,000","88,000","88,000","88,000","87,990","87,990","87,990"
27409910,ASRock H610M-HDV/M.2+ D5 디앤디컴,"89,549","89,500","89,440","89,410","89,340","89,320","89,320","89,320","89,320"
28059134,ASRock H610M-HDV/M.2+ D5 디앤디컴 (벌크),"90,992","92,048","92,048","92,048","92,048","92,048","92,048","92,048","92,048"
